estimated_time_minutes,employee_workload,priority_numeric,cost_per_minute,time_per_dollar,estimated_cost,is_complex_task,is_high_risk,dept_encoded,task_encoded,approval_encoded,priority_workload_score,dept_avg_delay_rate,task_avg_completion_time,employee_avg_workload,workflow_avg_cost,relative_to_task_avg,relative_to_workflow_cost,start_hour,start_day_of_week,start_month,started_in_business_hours,started_on_weekend,task_difficulty_score,quality_score,dept_encoded,task_encoded,approval_encoded
-1.5740656862130828,-1.2290938291920985,0.445278017145709,-0.6451127636419285,1.7385350550950351,-1.3323115850197556,-0.17516138169950973,-0.3745428774882795,1.6997227681044675,0.15015344757389357,1.4199516254218736,-0.8701099294608454,-0.1383600679844807,-0.6226610766446792,1.0286164450842785,-1.802209178188594,-0.5492910346376014,0.0,-0.48146556214243075,0.6572594128276523,1.5539471645986016,-0.6000716546249644,-0.4767467076065742,-0.3296232097060899,-1.3049255947073541,1.6997227681044675,0.15015344757389357,1.4199516254218736
-0.8055277735376337,1.0365132486388529,-1.5326333418649287,-0.3298997909369753,-0.2146812016415668,-0.8064535114813133,-0.17516138169950973,-0.3745428774882795,-1.3914966007897998,1.6864943828582606,-1.158444150756759,-0.6502960336006307,-2.0805196664424503,2.135870488107789,2.114127854111535,-0.6456762948868572,-0.47811848973622284,0.0,1.2662590325562861,-1.574365570261586,-0.06419719180022751,-0.6000716546249644,-0.4767467076065742,-0.6146298952915972,-1.0567138113161285,-1.3914966007897998,1.6864943828582606,-1.158444150756759
-1.2470282765639555,0.658912069000361,-0.5436776623596098,-0.5230603253381779,0.427900039426966,-1.206518951180479,-0.17516138169950973,-0.3745428774882795,-0.6186917585662328,0.15015344757389357,-1.158444150756759,0.009145653980013251,0.6528116962243738,-0.6226610766446792,2.791651935729633,-1.4497784551269848,-0.6315364325643676,0.0,-1.2758858324600293,-0.4585530787169669,-0.38782606307999334,-0.6000716546249644,-0.4767467076065742,-0.3296232097060899,-1.3049255947073541,-0.6186917585662328,0.15015344757389357,-1.158444150756759
1.9252345970325795,1.0365132486388529,-1.5326333418649287,-0.5353275537977309,0.5020731923002707,1.7544576258799947,-0.17516138169950973,-0.3745428774882795,0.15411308365733403,1.6864943828582606,0.13075373733255716,-0.6502960336006307,0.6139873117208978,2.135870488107789,-0.7211631396163747,0.36301316197000083,2.5728846712636853,0.0,-1.1170017783965096,1.215165658599962,0.90668942203907,-0.6000716546249644,2.0975498814041735,-0.1871198669133362,-0.931050105080404,0.15411308365733403,1.6864943828582606,0.13075373733255716
1.5981971873834522,0.658912069000361,-0.5436776623596098,-0.6574970234753799,2.010006779438295,-0.2799239027861127,-0.17516138169950973,-0.3745428774882795,1.6997227681044675,-0.61801702006829,-1.158444150756759,0.009145653980013251,-0.1383600679844807,-0.1794623230657929,-0.5388944328767233,-1.252843846883503,1.515194011221409,0.0,-0.6403496162059504,-0.4585530787169669,0.5830605507593042,-0.6000716546249644,-0.4767467076065742,-0.3296232097060899,-0.7493915294566034,1.6997227681044675,-0.61801702006829,-1.158444150756759
-1.3451394994586938,1.0365132486388529,-0.5436776623596098,1.4107856976219544,-0.9091642441781077,-0.7584330429841287,-0.17516138169950973,-0.3745428774882795,0.9269179258809009,1.6864943828582606,0.13075373733255716,0.2289595498402279,0.9273164993336126,2.135870488107789,-1.5165174962984902,0.9712390644863512,-1.393419438036195,0.0,-0.16369745401539132,-0.4585530787169669,-0.7114549343597592,1.6664676498092295,-0.4767467076065742,0.38289350425767843,-0.7938149401502748,0.9269179258809009,1.6864943828582606,0.13075373733255716
-1.7375843910376465,1.0365132486388529,-1.5326333418649287,-0.3720596945520825,-0.12551809803000313,-1.2892730272182802,-0.17516138169950973,-0.3745428774882795,1.6997227681044675,-0.61801702006829,-1.158444150756759,-0.6502960336006307,-0.1383600679844807,-0.1794623230657929,2.0493212028263263,-0.9198704910687695,-0.5708875809390342,0.0,1.9017952488103649,0.09935316705534271,1.5539471645986016,-0.6000716546249644,-0.4767467076065742,-0.6146298952915972,-1.3049255947073541,1.6997227681044675,-0.61801702006829,-1.158444150756759
0.4862699945764192,-0.0962902902766228,0.445278017145709,-0.2987451904674632,-0.27066766775914597,0.6493381344438021,-0.17516138169950973,-0.3745428774882795,-1.3914966007897998,0.9183239152160771,-1.158444150756759,0.11905260191012058,-2.0805196664424503,-0.0853340428939396,-0.1603363496482161,0.4328642962704998,0.46249983390709315,0.0,0.6307228163022073,0.6572594128276523,-0.06419719180022751,1.6664676498092295,-0.4767467076065742,-0.3296232097060899,-0.7677866971801379,-1.3914966007897998,0.9183239152160771,-1.158444150756759
0.012065750585184574,-0.8514926495536066,-0.5436776623596098,-0.48268844454830956,0.22607489698079794,-0.5143813566029976,-0.17516138169950973,-0.3745428774882795,1.6997227681044675,0.15015344757389357,0.13075373733255716,-0.8701099294608454,-0.1383600679844807,-0.6226610766446792,-1.7904728858223293,-0.8313761053057831,0.10867214877652939,0.0,-1.7525379946505883,0.09935316705534271,1.2303182933188357,-0.6000716546249644,-0.4767467076065742,-1.042139923669858,-0.8147620981239253,1.6997227681044675,0.15015344757389357,0.13075373733255716
1.3856228711115193,-1.2290938291920985,-1.5326333418649287,-0.5497913111260969,0.5993996268927797,0.9806955034774144,-0.17516138169950973,-0.3745428774882795,0.9269179258809009,0.9183239152160771,-1.158444150756759,-1.3097377211812746,0.9273164993336126,-0.0853340428939396,0.23224240332949436,0.03370332718501342,2.3555556385762166,0.0,0.47183876223868754,1.7730719043722714,0.2594316794795383,1.6664676498092295,2.0975498814041735,-2.3246700088046413,-1.007961235489473,0.9269179258809009,0.9183239152160771,-1.158444150756759
-1.0181020898095665,0.658912069000361,0.445278017145709,-0.2620839952995076,-0.3280316475927008,-1.022442526032564,-0.17516138169950973,2.6699212829946095,1.6997227681044675,0.15015344757389357,1.4199516254218736,0.7784942894907646,-0.1383600679844807,-0.6226610766446792,-0.6577653285764956,-1.020088144126945,-0.960518024271433,0.0,1.4251430866198058,0.09935316705534271,-0.38782606307999334,-0.6000716546249644,-0.4767467076065742,1.0954102182214467,-0.8505718217200263,1.6997227681044675,0.15015344757389357,1.4199516254218736
